Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
12/12/2021 00:00,CAPITL,61757,36.12,0.93,-19.10
12/12/2021 00:00,CENTRL,61754,18.48,0.10,-2.30
12/12/2021 00:00,DUNWOD,61760,30.97,1.51,-13.38
12/12/2021 00:00,GENESE,61753,17.59,-0.23,-1.74
12/12/2021 00:00,H Q,61844,14.32,-0.45,1.31
12/12/2021 00:00,HUD VL,61758,30.64,1.33,-13.23
12/12/2021 00:00,LONGIL,61762,31.35,1.88,-13.39
12/12/2021 00:00,MHK VL,61756,18.95,0.45,-2.42
12/12/2021 00:00,MILLWD,61759,31.02,1.48,-13.46
12/12/2021 00:00,N.Y.C.,61761,31.08,1.61,-13.39
12/12/2021 00:00,NORTH,61755,10.00,-0.85,5.23
12/12/2021 00:00,NPX,61845,33.14,1.17,-15.88
12/12/2021 00:00,O H,61846,17.64,-0.72,-2.28
12/12/2021 00:00,PJM,61847,24.85,0.48,-8.29
12/12/2021 00:00,WEST,61752,18.08,-0.43,-2.43
12/12/2021 01:00,CAPITL,61757,35.18,0.72,-22.44
12/12/2021 01:00,CENTRL,61754,14.83,0.10,-2.71
12/12/2021 01:00,DUNWOD,61760,28.93,1.12,-15.80
12/12/2021 01:00,GENESE,61753,13.94,-0.13,-2.05
12/12/2021 01:00,H Q,61844,10.84,-0.34,0.84
12/12/2021 01:00,HUD VL,61758,28.62,0.99,-15.62
12/12/2021 01:00,LONGIL,61762,29.24,1.42,-15.81
12/12/2021 01:00,MHK VL,61756,15.50,0.32,-3.15
12/12/2021 01:00,MILLWD,61759,28.99,1.08,-15.89
12/12/2021 01:00,N.Y.C.,61761,29.01,1.19,-15.81
12/12/2021 01:00,NORTH,61755,8.00,-0.66,3.36
12/12/2021 01:00,NPX,61845,31.66,0.89,-18.75
12/12/2021 01:00,O H,61846,14.32,-0.39,-2.69
12/12/2021 01:00,PJM,61847,22.21,0.41,-9.78
12/12/2021 01:00,WEST,61752,14.70,-0.18,-2.87
12/12/2021 02:00,CAPITL,61757,33.84,0.56,-23.55
12/12/2021 02:00,CENTRL,61754,12.67,0.08,-2.86
12/12/2021 02:00,DUNWOD,61760,27.25,0.88,-16.64
12/12/2021 02:00,GENESE,61753,11.80,-0.10,-2.16
12/12/2021 02:00,H Q,61844,9.15,-0.27,0.31
12/12/2021 02:00,HUD VL,61758,26.97,0.78,-16.46
12/12/2021 02:00,LONGIL,61762,27.49,1.10,-16.66
12/12/2021 02:00,MHK VL,61756,13.54,0.24,-3.56
12/12/2021 02:00,MILLWD,61759,27.32,0.85,-16.75
12/12/2021 02:00,N.Y.C.,61761,27.31,0.92,-16.65
12/12/2021 02:00,NORTH,61755,7.96,-0.54,1.24
12/12/2021 02:00,NPX,61845,30.20,0.71,-19.76
12/12/2021 02:00,O H,61846,12.27,-0.29,-2.83
12/12/2021 02:00,PJM,61847,20.36,0.32,-10.31
12/12/2021 02:00,WEST,61752,12.62,-0.13,-3.02
12/12/2021 03:00,CAPITL,61757,32.04,0.60,-21.33
12/12/2021 03:00,CENTRL,61754,12.78,0.08,-2.58
12/12/2021 03:00,DUNWOD,61760,26.05,0.90,-15.03
12/12/2021 03:00,GENESE,61753,11.97,-0.10,-1.95
12/12/2021 03:00,H Q,61844,9.19,-0.28,0.65
12/12/2021 03:00,HUD VL,61758,25.78,0.80,-14.86
12/12/2021 03:00,LONGIL,61762,26.27,1.11,-15.04
12/12/2021 03:00,MHK VL,61756,13.43,0.25,-3.06
12/12/2021 03:00,MILLWD,61759,26.13,0.89,-15.12
12/12/2021 03:00,N.Y.C.,61761,26.10,0.94,-15.04
12/12/2021 03:00,NORTH,61755,6.98,-0.56,2.58
12/12/2021 03:00,NPX,61845,28.70,0.74,-17.84
12/12/2021 03:00,O H,61846,12.38,-0.29,-2.56
12/12/2021 03:00,PJM,61847,19.76,0.33,-9.31
12/12/2021 03:00,WEST,61752,12.75,-0.09,-2.73
12/12/2021 04:00,CAPITL,61757,31.91,0.66,-19.80
12/12/2021 04:00,CENTRL,61754,13.92,0.08,-2.39
12/12/2021 04:00,DUNWOD,61760,26.38,1.02,-13.91
12/12/2021 04:00,GENESE,61753,13.13,-0.13,-1.81
12/12/2021 04:00,H Q,61844,10.17,-0.32,0.96
12/12/2021 04:00,HUD VL,61758,26.11,0.90,-13.76
12/12/2021 04:00,LONGIL,61762,26.72,1.35,-13.92
12/12/2021 04:00,MHK VL,61756,14.43,0.30,-2.69
12/12/2021 04:00,MILLWD,61759,26.43,0.98,-14.00
12/12/2021 04:00,N.Y.C.,61761,26.43,1.06,-13.92
12/12/2021 04:00,NORTH,61755,7.00,-0.63,3.82
12/12/2021 04:00,NPX,61845,28.80,0.84,-16.52
12/12/2021 04:00,O H,61846,13.46,-0.35,-2.37
12/12/2021 04:00,PJM,61847,20.42,0.36,-8.62
12/12/2021 04:00,WEST,61752,13.82,-0.15,-2.52
12/12/2021 05:00,CAPITL,61757,31.80,0.80,-17.60
12/12/2021 05:00,CENTRL,61754,15.63,0.09,-2.14
12/12/2021 05:00,DUNWOD,61760,27.01,1.15,-12.47
12/12/2021 05:00,GENESE,61753,14.85,-0.16,-1.62
12/12/2021 05:00,H Q,61844,13.03,-0.36,0.00
12/12/2021 05:00,HUD VL,61758,26.75,1.03,-12.33
12/12/2021 05:00,LONGIL,61762,27.38,1.51,-12.48
12/12/2021 05:00,MHK VL,61756,16.53,0.37,-2.77
12/12/2021 05:00,MILLWD,61759,27.05,1.11,-12.55
12/12/2021 05:00,N.Y.C.,61761,27.05,1.18,-12.48
12/12/2021 05:00,NORTH,61755,12.71,-0.68,0.00
12/12/2021 05:00,NPX,61845,29.16,0.96,-14.80
