Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
12/20/2021 00:00,CAPITL,61757,66.47,2.81,-30.22
12/20/2021 00:00,CENTRL,61754,37.56,0.47,-3.66
12/20/2021 00:00,DUNWOD,61760,58.24,2.88,-21.93
12/20/2021 00:00,GENESE,61753,36.21,0.00,-2.77
12/20/2021 00:00,H Q,61844,32.50,-0.94,0.00
12/20/2021 00:00,HUD VL,61758,57.02,2.51,-21.07
12/20/2021 00:00,LONGIL,61762,79.33,4.08,-41.82
12/20/2021 00:00,MHK VL,61756,39.35,1.34,-4.57
12/20/2021 00:00,MILLWD,61759,58.26,2.84,-21.98
12/20/2021 00:00,N.Y.C.,61761,58.39,3.01,-21.94
12/20/2021 00:00,NORTH,61755,32.54,-0.90,0.00
12/20/2021 00:00,NPX,61845,80.90,2.68,-44.79
12/20/2021 00:00,O H,61846,36.16,-0.90,-3.63
12/20/2021 00:00,PJM,61847,47.69,1.04,-13.22
12/20/2021 00:00,WEST,61752,37.50,0.20,-3.87
12/20/2021 01:00,CAPITL,61757,58.83,2.86,-22.76
12/20/2021 01:00,CENTRL,61754,36.37,0.40,-2.75
12/20/2021 01:00,DUNWOD,61760,52.52,2.79,-16.51
12/20/2021 01:00,GENESE,61753,35.14,-0.17,-2.09
12/20/2021 01:00,H Q,61844,32.32,-0.90,0.00
12/20/2021 01:00,HUD VL,61758,51.54,2.46,-15.87
12/20/2021 01:00,LONGIL,61762,69.33,4.05,-32.06
12/20/2021 01:00,MHK VL,61756,37.89,1.23,-3.44
12/20/2021 01:00,MILLWD,61759,52.52,2.76,-16.55
12/20/2021 01:00,N.Y.C.,61761,52.66,2.92,-16.52
12/20/2021 01:00,NORTH,61755,32.22,-1.00,0.00
12/20/2021 01:00,NPX,61845,68.90,2.66,-33.03
12/20/2021 01:00,O H,61846,34.98,-0.96,-2.73
12/20/2021 01:00,PJM,61847,44.16,1.00,-9.95
12/20/2021 01:00,WEST,61752,36.23,0.10,-2.91
12/20/2021 02:00,CAPITL,61757,58.71,2.77,-22.95
12/20/2021 02:00,CENTRL,61754,36.00,0.23,-2.78
12/20/2021 02:00,DUNWOD,61760,52.38,2.74,-16.65
12/20/2021 02:00,GENESE,61753,34.73,-0.36,-2.10
12/20/2021 02:00,H Q,61844,32.20,-0.79,0.00
12/20/2021 02:00,HUD VL,61758,51.43,2.44,-16.00
12/20/2021 02:00,LONGIL,61762,64.49,4.06,-27.44
12/20/2021 02:00,MHK VL,61756,37.68,1.22,-3.47
12/20/2021 02:00,MILLWD,61759,52.42,2.74,-16.69
12/20/2021 02:00,N.Y.C.,61761,52.52,2.87,-16.66
12/20/2021 02:00,NORTH,61755,32.29,-0.69,0.00
12/20/2021 02:00,NPX,61845,68.20,2.57,-32.64
12/20/2021 02:00,O H,61846,34.42,-1.32,-2.75
12/20/2021 02:00,PJM,61847,43.85,0.83,-10.04
12/20/2021 02:00,WEST,61752,35.63,-0.30,-2.94
12/20/2021 03:00,CAPITL,61757,60.71,2.71,-26.82
12/20/2021 03:00,CENTRL,61754,34.68,0.25,-3.25
12/20/2021 03:00,DUNWOD,61760,53.20,2.56,-19.46
12/20/2021 03:00,GENESE,61753,33.21,-0.44,-2.46
12/20/2021 03:00,H Q,61844,30.47,-0.72,0.00
12/20/2021 03:00,HUD VL,61758,52.13,2.25,-18.70
12/20/2021 03:00,LONGIL,61762,65.33,3.58,-30.56
12/20/2021 03:00,MHK VL,61756,36.46,1.21,-4.06
12/20/2021 03:00,MILLWD,61759,53.21,2.52,-19.50
12/20/2021 03:00,N.Y.C.,61761,53.27,2.62,-19.47
12/20/2021 03:00,NORTH,61755,30.59,-0.59,0.00
12/20/2021 03:00,NPX,61845,71.59,2.40,-38.00
12/20/2021 03:00,O H,61846,33.00,-1.40,-3.22
12/20/2021 03:00,PJM,61847,43.60,0.69,-11.73
12/20/2021 03:00,WEST,61752,34.21,-0.41,-3.43
12/20/2021 04:00,CAPITL,61757,61.00,2.83,-25.25
12/20/2021 04:00,CENTRL,61754,36.27,0.30,-3.06
12/20/2021 04:00,DUNWOD,61760,53.97,2.73,-18.32
12/20/2021 04:00,GENESE,61753,34.84,-0.39,-2.32
12/20/2021 04:00,H Q,61844,32.13,-0.79,0.00
12/20/2021 04:00,HUD VL,61758,52.90,2.37,-17.61
12/20/2021 04:00,LONGIL,61762,72.54,3.82,-35.80
12/20/2021 04:00,MHK VL,61756,38.12,1.38,-3.82
12/20/2021 04:00,MILLWD,61759,53.95,2.67,-18.36
12/20/2021 04:00,N.Y.C.,61761,54.02,2.77,-18.33
12/20/2021 04:00,NORTH,61755,32.26,-0.66,0.00
12/20/2021 04:00,NPX,61845,84.08,2.54,-48.62
12/20/2021 04:00,O H,61846,34.40,-1.55,-3.03
12/20/2021 04:00,PJM,61847,44.65,0.69,-11.04
12/20/2021 04:00,WEST,61752,35.69,-0.46,-3.23
12/20/2021 05:00,CAPITL,61757,65.27,2.92,-29.16
12/20/2021 05:00,CENTRL,61754,37.11,0.40,-3.53
12/20/2021 05:00,DUNWOD,61760,57.10,2.75,-21.16
12/20/2021 05:00,GENESE,61753,35.63,-0.23,-2.67
12/20/2021 05:00,H Q,61844,32.32,-0.86,0.00
12/20/2021 05:00,HUD VL,61758,55.91,2.39,-20.34
12/20/2021 05:00,LONGIL,61762,81.66,3.88,-44.59
12/20/2021 05:00,MHK VL,61756,38.99,1.39,-4.41
12/20/2021 05:00,MILLWD,61759,57.01,2.62,-21.21
12/20/2021 05:00,N.Y.C.,61761,57.08,2.72,-21.17
12/20/2021 05:00,NORTH,61755,32.25,-0.93,0.00
12/20/2021 05:00,NPX,61845,90.60,2.59,-54.83
12/20/2021 05:00,O H,61846,35.26,-1.43,-3.50
12/20/2021 05:00,PJM,61847,46.67,0.73,-12.75
12/20/2021 05:00,WEST,61752,36.61,-0.30,-3.73
12/20/2021 06:00,CAPITL,61757,83.06,3.57,-39.36
12/20/2021 06:00,CENTRL,61754,45.44,0.52,-4.79
12/20/2021 06:00,DUNWOD,61760,72.05,3.41,-28.51
12/20/2021 06:00,GENESE,61753,43.30,-0.44,-3.61
12/20/2021 06:00,H Q,61844,39.09,-1.04,0.00
12/20/2021 06:00,HUD VL,61758,70.52,2.97,-27.42
12/20/2021 06:00,LONGIL,61762,99.00,4.77,-54.10
12/20/2021 06:00,MHK VL,61756,47.66,1.89,-5.65
12/20/2021 06:00,MILLWD,61759,72.04,3.33,-28.58
12/20/2021 06:00,N.Y.C.,61761,71.90,3.25,-28.52
12/20/2021 06:00,NORTH,61755,39.33,-0.80,0.00
12/20/2021 06:00,NPX,61845,103.10,3.13,-59.84
12/20/2021 06:00,O H,61846,42.32,-2.53,-4.72
12/20/2021 06:00,PJM,61847,57.99,0.68,-17.18
12/20/2021 06:00,WEST,61752,44.09,-1.08,-5.04
12/20/2021 07:00,CAPITL,61757,95.07,3.98,-41.95
12/20/2021 07:00,CENTRL,61754,54.24,0.10,-5.00
12/20/2021 07:00,DUNWOD,61760,83.73,4.18,-30.41
12/20/2021 07:00,GENESE,61753,51.49,-1.47,-3.81
12/20/2021 07:00,H Q,61844,48.31,-0.84,0.00
12/20/2021 07:00,HUD VL,61758,81.94,3.54,-29.25
12/20/2021 07:00,LONGIL,61762,113.84,5.70,-59.00
12/20/2021 07:00,MHK VL,61756,57.29,2.41,-5.73
12/20/2021 07:00,MILLWD,61759,83.70,4.08,-30.48
12/20/2021 07:00,N.Y.C.,61761,83.45,3.88,-30.42
12/20/2021 07:00,NORTH,61755,48.85,-0.29,0.00
12/20/2021 07:00,NPX,61845,130.54,3.64,-77.76
12/20/2021 07:00,O H,61846,49.20,-4.91,-4.97
12/20/2021 07:00,PJM,61847,67.51,0.05,-18.32
12/20/2021 07:00,WEST,61752,51.40,-3.15,-5.40
12/20/2021 08:00,CAPITL,61757,112.05,3.30,-69.41
12/20/2021 08:00,CENTRL,61754,44.02,0.28,-4.40
12/20/2021 08:00,DUNWOD,61760,93.94,3.30,-51.29
12/20/2021 08:00,GENESE,61753,42.08,-0.63,-3.37
12/20/2021 08:00,H Q,61844,38.55,-0.79,0.00
12/20/2021 08:00,HUD VL,61758,90.23,2.71,-48.18
12/20/2021 08:00,LONGIL,61762,115.02,4.48,-71.20
12/20/2021 08:00,MHK VL,61756,47.30,1.69,-6.27
12/20/2021 08:00,MILLWD,61759,94.02,3.26,-51.42
12/20/2021 08:00,N.Y.C.,61761,93.57,2.91,-51.32
12/20/2021 08:00,NORTH,61755,39.02,-0.32,0.00
12/20/2021 08:00,NPX,61845,109.00,3.03,-66.63
12/20/2021 08:00,O H,61846,40.84,-2.95,-4.45
12/20/2021 08:00,PJM,61847,67.40,0.31,-27.75
12/20/2021 08:00,WEST,61752,42.64,-1.45,-4.75
12/20/2021 09:00,CAPITL,61757,92.91,3.24,-50.17
12/20/2021 09:00,CENTRL,61754,42.84,0.24,-3.10
12/20/2021 09:00,DUNWOD,61760,79.87,3.36,-37.01
12/20/2021 09:00,GENESE,61753,41.29,-0.63,-2.42
12/20/2021 09:00,H Q,61844,38.67,-0.83,0.00
12/20/2021 09:00,HUD VL,61758,76.92,2.72,-34.70
12/20/2021 09:00,LONGIL,61762,106.06,4.54,-62.02
12/20/2021 09:00,MHK VL,61756,45.44,1.66,-4.28
12/20/2021 09:00,MILLWD,61759,79.92,3.32,-37.10
12/20/2021 09:00,N.Y.C.,61761,79.62,3.08,-37.03
12/20/2021 09:00,NORTH,61755,38.95,-0.55,0.00
12/20/2021 09:00,NPX,61845,115.92,3.04,-73.38
12/20/2021 09:00,O H,61846,39.79,-2.92,-3.21
12/20/2021 09:00,PJM,61847,59.84,0.31,-20.02
12/20/2021 09:00,WEST,61752,41.47,-1.46,-3.43
12/20/2021 10:00,CAPITL,61757,102.23,2.74,-66.51
