Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
12/29/2021 00:00,CAPITL,61757,34.05,1.90,0.00
12/29/2021 00:00,CENTRL,61754,32.29,0.13,0.00
12/29/2021 00:00,DUNWOD,61760,34.86,2.70,0.00
12/29/2021 00:00,GENESE,61753,31.54,-0.61,0.00
12/29/2021 00:00,H Q,61844,31.42,-0.74,0.00
12/29/2021 00:00,HUD VL,61758,34.54,2.38,0.00
12/29/2021 00:00,LONGIL,61762,35.90,3.73,-0.02
12/29/2021 00:00,MHK VL,61756,33.25,1.09,0.00
12/29/2021 00:00,MILLWD,61759,34.76,2.60,0.00
12/29/2021 00:00,N.Y.C.,61761,35.02,2.86,0.00
12/29/2021 00:00,NORTH,61755,31.64,-0.52,0.00
12/29/2021 00:00,NPX,61845,39.10,2.28,-4.66
12/29/2021 00:00,O H,61846,30.16,-1.99,0.00
12/29/2021 00:00,PJM,61847,32.70,0.55,0.00
12/29/2021 00:00,WEST,61752,30.93,-1.22,0.00
12/29/2021 01:00,CAPITL,61757,30.35,1.69,-0.53
12/29/2021 01:00,CENTRL,61754,28.17,-0.03,-0.06
12/29/2021 01:00,DUNWOD,61760,30.99,2.48,-0.38
12/29/2021 01:00,GENESE,61753,27.31,-0.87,-0.05
12/29/2021 01:00,H Q,61844,27.51,-0.62,0.00
12/29/2021 01:00,HUD VL,61758,30.67,2.17,-0.37
12/29/2021 01:00,LONGIL,61762,31.80,3.29,-0.38
12/29/2021 01:00,MHK VL,61756,29.13,0.93,-0.08
12/29/2021 01:00,MILLWD,61759,30.90,2.39,-0.38
12/29/2021 01:00,N.Y.C.,61761,31.10,2.59,-0.38
12/29/2021 01:00,NORTH,61755,27.73,-0.39,0.00
12/29/2021 01:00,NPX,61845,36.40,2.08,-6.19
12/29/2021 01:00,O H,61846,25.97,-2.22,-0.06
12/29/2021 01:00,PJM,61847,28.79,0.42,-0.24
12/29/2021 01:00,WEST,61752,26.68,-1.52,-0.07
12/29/2021 02:00,CAPITL,61757,33.82,1.42,-8.29
12/29/2021 02:00,CENTRL,61754,25.07,-0.05,-1.01
12/29/2021 02:00,DUNWOD,61760,32.13,2.05,-5.97
12/29/2021 02:00,GENESE,61753,24.15,-0.72,-0.76
12/29/2021 02:00,H Q,61844,23.58,-0.53,0.00
12/29/2021 02:00,HUD VL,61758,31.81,1.83,-5.87
12/29/2021 02:00,LONGIL,61762,32.76,2.68,-5.97
12/29/2021 02:00,MHK VL,61756,26.06,0.72,-1.23
12/29/2021 02:00,MILLWD,61759,32.10,1.98,-6.01
12/29/2021 02:00,N.Y.C.,61761,32.23,2.15,-5.97
12/29/2021 02:00,NORTH,61755,23.75,-0.36,0.00
12/29/2021 02:00,NPX,61845,35.31,1.76,-9.44
12/29/2021 02:00,O H,61846,23.33,-1.78,-1.00
12/29/2021 02:00,PJM,61847,28.20,0.38,-3.71
12/29/2021 02:00,WEST,61752,23.97,-1.20,-1.07
12/29/2021 03:00,CAPITL,61757,32.56,1.44,-6.66
12/29/2021 03:00,CENTRL,61754,25.23,-0.05,-0.81
12/29/2021 03:00,DUNWOD,61760,31.36,2.10,-4.79
12/29/2021 03:00,GENESE,61753,24.35,-0.73,-0.61
12/29/2021 03:00,H Q,61844,23.93,-0.54,0.00
12/29/2021 03:00,HUD VL,61758,31.03,1.86,-4.71
12/29/2021 03:00,LONGIL,61762,31.95,2.69,-4.80
12/29/2021 03:00,MHK VL,61756,26.18,0.73,-0.99
12/29/2021 03:00,MILLWD,61759,31.37,2.08,-4.82
12/29/2021 03:00,N.Y.C.,61761,31.42,2.15,-4.80
12/29/2021 03:00,NORTH,61755,24.10,-0.37,0.00
12/29/2021 03:00,NPX,61845,35.67,1.79,-9.42
12/29/2021 03:00,O H,61846,23.43,-1.84,-0.80
12/29/2021 03:00,PJM,61847,27.81,0.37,-2.97
12/29/2021 03:00,WEST,61752,24.10,-1.22,-0.86
12/29/2021 04:00,CAPITL,61757,30.26,1.50,-3.79
12/29/2021 04:00,CENTRL,61754,25.41,-0.02,-0.46
12/29/2021 04:00,DUNWOD,61760,29.86,2.17,-2.72
12/29/2021 04:00,GENESE,61753,24.60,-0.72,-0.35
12/29/2021 04:00,H Q,61844,24.42,-0.55,0.00
12/29/2021 04:00,HUD VL,61758,29.57,1.92,-2.67
12/29/2021 04:00,LONGIL,61762,30.58,2.90,-2.72
12/29/2021 04:00,MHK VL,61756,26.27,0.75,-0.55
12/29/2021 04:00,MILLWD,61759,29.78,2.07,-2.73
12/29/2021 04:00,N.Y.C.,61761,29.99,2.30,-2.72
12/29/2021 04:00,NORTH,61755,24.57,-0.40,0.00
12/29/2021 04:00,NPX,61845,35.68,1.87,-8.83
12/29/2021 04:00,O H,61846,23.61,-1.82,-0.46
12/29/2021 04:00,PJM,61847,27.08,0.42,-1.69
12/29/2021 04:00,WEST,61752,24.26,-1.20,-0.49
12/29/2021 05:00,CAPITL,61757,31.14,1.82,-0.06
12/29/2021 05:00,CENTRL,61754,29.31,0.03,-0.01
12/29/2021 05:00,DUNWOD,61760,31.98,2.66,-0.04
12/29/2021 05:00,GENESE,61753,28.55,-0.73,-0.01
12/29/2021 05:00,H Q,61844,28.57,-0.70,0.00
12/29/2021 05:00,HUD VL,61758,31.62,2.31,-0.04
12/29/2021 05:00,LONGIL,61762,33.21,3.60,-0.34
12/29/2021 05:00,MHK VL,61756,30.16,0.88,-0.01
12/29/2021 05:00,MILLWD,61759,31.80,2.49,-0.04
12/29/2021 05:00,N.Y.C.,61761,32.12,2.81,-0.04
12/29/2021 05:00,NORTH,61755,28.74,-0.53,0.00
12/29/2021 05:00,NPX,61845,38.40,2.25,-6.88
12/29/2021 05:00,O H,61846,27.43,-1.84,-0.01
12/29/2021 05:00,PJM,61847,29.94,0.64,-0.03
12/29/2021 05:00,WEST,61752,28.20,-1.08,-0.01
12/29/2021 06:00,CAPITL,61757,35.20,2.09,0.00
12/29/2021 06:00,CENTRL,61754,33.18,0.07,0.00
12/29/2021 06:00,DUNWOD,61760,36.19,3.08,0.00
