Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
01/19/2022 00:00,CAPITL,61757,165.58,3.37,-121.65
01/19/2022 00:00,CENTRL,61754,55.68,0.08,-15.03
01/19/2022 00:00,DUNWOD,61760,131.90,2.72,-88.61
01/19/2022 00:00,GENESE,61753,51.23,-0.77,-11.43
01/19/2022 00:00,H Q,61844,40.00,-0.57,0.00
01/19/2022 00:00,HUD VL,61758,130.73,2.56,-87.60
01/19/2022 00:00,LONGIL,61762,142.56,3.98,-98.02
01/19/2022 00:00,MHK VL,61756,60.87,1.54,-18.76
01/19/2022 00:00,MILLWD,61759,132.67,2.76,-89.34
01/19/2022 00:00,N.Y.C.,61761,132.03,2.80,-88.67
01/19/2022 00:00,NORTH,61755,40.81,0.24,0.00
01/19/2022 00:00,NPX,61845,150.37,2.76,-107.04
01/19/2022 00:00,O H,61846,52.70,-1.74,-13.88
01/19/2022 00:00,PJM,61847,96.11,0.49,-55.05
01/19/2022 00:00,WEST,61752,54.65,-0.73,-14.81
01/19/2022 01:00,CAPITL,61757,141.18,3.88,-90.02
01/19/2022 01:00,CENTRL,61754,58.12,-0.28,-11.12
01/19/2022 01:00,DUNWOD,61760,115.75,2.88,-65.58
01/19/2022 01:00,GENESE,61753,54.37,-1.37,-8.46
01/19/2022 01:00,H Q,61844,46.81,-0.47,0.00
01/19/2022 01:00,HUD VL,61758,114.90,2.79,-64.83
01/19/2022 01:00,LONGIL,61762,117.31,4.40,-65.63
01/19/2022 01:00,MHK VL,61756,62.82,1.65,-13.88
01/19/2022 01:00,MILLWD,61759,116.38,2.98,-66.11
01/19/2022 01:00,N.Y.C.,61761,115.69,2.79,-65.62
01/19/2022 01:00,NORTH,61755,47.76,0.47,0.00
01/19/2022 01:00,NPX,61845,141.03,3.07,-90.67
01/19/2022 01:00,O H,61846,55.00,-2.55,-10.27
01/19/2022 01:00,PJM,61847,88.26,0.24,-40.74
01/19/2022 01:00,WEST,61752,56.83,-1.42,-10.96
01/19/2022 02:00,CAPITL,61757,134.89,4.21,-78.72
01/19/2022 02:00,CENTRL,61754,61.17,-0.52,-9.72
01/19/2022 02:00,DUNWOD,61760,112.42,3.12,-57.34
01/19/2022 02:00,GENESE,61753,57.44,-1.92,-7.40
01/19/2022 02:00,H Q,61844,51.55,-0.42,0.00
01/19/2022 02:00,HUD VL,61758,111.61,2.96,-56.69
01/19/2022 02:00,LONGIL,61762,114.08,4.73,-57.39
01/19/2022 02:00,MHK VL,61756,65.81,1.71,-12.14
01/19/2022 02:00,MILLWD,61759,113.00,3.22,-57.81
01/19/2022 02:00,N.Y.C.,61761,112.46,3.12,-57.38
01/19/2022 02:00,NORTH,61755,52.48,0.52,0.00
01/19/2022 02:00,NPX,61845,144.01,3.33,-88.72
01/19/2022 02:00,O H,61846,57.67,-3.27,-8.98
01/19/2022 02:00,PJM,61847,87.64,0.05,-35.63
01/19/2022 02:00,WEST,61752,59.47,-2.08,-9.59
01/19/2022 03:00,CAPITL,61757,117.21,7.37,-17.77
01/19/2022 03:00,CENTRL,61754,92.79,-1.48,-2.20
01/19/2022 03:00,DUNWOD,61760,110.45,5.43,-12.95
01/19/2022 03:00,GENESE,61753,89.41,-4.33,-1.67
01/19/2022 03:00,H Q,61844,91.61,-0.46,0.00
01/19/2022 03:00,HUD VL,61758,110.02,5.15,-12.80
01/19/2022 03:00,LONGIL,61762,113.22,8.19,-12.96
01/19/2022 03:00,MHK VL,61756,97.67,2.86,-2.74
01/19/2022 03:00,MILLWD,61759,110.74,5.62,-13.05
01/19/2022 03:00,N.Y.C.,61761,110.36,5.34,-12.95
