Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
03/25/2022 00:00,CAPITL,61757,47.99,1.82,-15.31
03/25/2022 00:00,CENTRL,61754,33.74,0.83,-2.04
03/25/2022 00:00,DUNWOD,61760,44.16,2.47,-10.83
03/25/2022 00:00,GENESE,61753,32.78,0.37,-1.55
03/25/2022 00:00,H Q,61844,30.09,-0.77,0.00
03/25/2022 00:00,HUD VL,61758,44.04,2.28,-10.89
03/25/2022 00:00,LONGIL,61762,44.97,3.27,-10.84
03/25/2022 00:00,MHK VL,61756,34.21,0.90,-2.46
03/25/2022 00:00,MILLWD,61759,44.16,2.41,-10.89
03/25/2022 00:00,N.Y.C.,61761,44.30,2.65,-10.79
03/25/2022 00:00,NORTH,61755,29.96,-0.90,0.00
03/25/2022 00:00,NPX,61845,44.75,1.85,-12.04
03/25/2022 00:00,O H,61846,32.49,-0.40,-2.03
03/25/2022 00:00,PJM,61847,38.79,1.08,-6.85
03/25/2022 00:00,WEST,61752,33.21,0.22,-2.13
03/25/2022 01:00,CAPITL,61757,46.92,1.69,-17.57
03/25/2022 01:00,CENTRL,61754,30.76,0.75,-2.35
03/25/2022 01:00,DUNWOD,61760,42.28,2.18,-12.43
03/25/2022 01:00,GENESE,61753,29.80,0.36,-1.78
03/25/2022 01:00,H Q,61844,26.97,-0.69,0.00
03/25/2022 01:00,HUD VL,61758,42.18,2.02,-12.50
03/25/2022 01:00,LONGIL,61762,42.81,2.71,-12.44
03/25/2022 01:00,MHK VL,61756,31.23,0.75,-2.82
03/25/2022 01:00,MILLWD,61759,42.29,2.13,-12.50
03/25/2022 01:00,N.Y.C.,61761,42.28,2.32,-12.30
03/25/2022 01:00,NORTH,61755,26.89,-0.77,0.00
03/25/2022 01:00,NPX,61845,43.14,1.66,-13.82
03/25/2022 01:00,O H,61846,29.71,-0.28,-2.33
03/25/2022 01:00,PJM,61847,36.40,1.02,-7.72
03/25/2022 01:00,WEST,61752,30.38,0.28,-2.45
03/25/2022 02:00,CAPITL,61757,43.76,1.61,-13.81
03/25/2022 02:00,CENTRL,61754,30.87,0.68,-1.84
03/25/2022 02:00,DUNWOD,61760,40.32,2.21,-9.77
03/25/2022 02:00,GENESE,61753,29.99,0.25,-1.40
03/25/2022 02:00,H Q,61844,27.66,-0.68,0.00
03/25/2022 02:00,HUD VL,61758,40.23,2.07,-9.82
03/25/2022 02:00,LONGIL,61762,40.78,2.66,-9.77
03/25/2022 02:00,MHK VL,61756,31.35,0.79,-2.22
03/25/2022 02:00,MILLWD,61759,40.32,2.15,-9.82
03/25/2022 02:00,N.Y.C.,61761,40.35,2.35,-9.66
03/25/2022 02:00,NORTH,61755,27.69,-0.65,0.00
03/25/2022 02:00,NPX,61845,41.04,1.84,-10.86
03/25/2022 02:00,O H,61846,29.69,-0.48,-1.83
03/25/2022 02:00,PJM,61847,35.33,0.93,-6.05
03/25/2022 02:00,WEST,61752,30.32,0.06,-1.92
03/25/2022 03:00,CAPITL,61757,45.07,1.51,-17.92
03/25/2022 03:00,CENTRL,61754,28.70,0.67,-2.39
03/25/2022 03:00,DUNWOD,61760,40.32,2.00,-12.68
03/25/2022 03:00,GENESE,61753,27.81,0.36,-1.81
03/25/2022 03:00,H Q,61844,25.03,-0.62,0.00
03/25/2022 03:00,HUD VL,61758,40.26,1.87,-12.75
03/25/2022 03:00,LONGIL,61762,40.68,2.36,-12.68
03/25/2022 03:00,MHK VL,61756,29.18,0.67,-2.88
03/25/2022 03:00,MILLWD,61759,40.34,1.95,-12.75
03/25/2022 03:00,N.Y.C.,61761,40.43,2.10,-12.68
03/25/2022 03:00,NORTH,61755,25.03,-0.62,0.00
03/25/2022 03:00,NPX,61845,41.40,1.67,-14.09
03/25/2022 03:00,O H,61846,27.81,-0.21,-2.38
03/25/2022 03:00,PJM,61847,34.67,0.92,-8.11
03/25/2022 03:00,WEST,61752,28.45,0.31,-2.49
03/25/2022 04:00,CAPITL,61757,46.52,1.58,-18.98
03/25/2022 04:00,CENTRL,61754,29.19,0.70,-2.54
03/25/2022 04:00,DUNWOD,61760,41.35,1.97,-13.43
03/25/2022 04:00,GENESE,61753,28.24,0.36,-1.92
03/25/2022 04:00,H Q,61844,25.30,-0.65,0.00
03/25/2022 04:00,HUD VL,61758,41.33,1.87,-13.51
03/25/2022 04:00,LONGIL,61762,41.83,2.44,-13.44
03/25/2022 04:00,MHK VL,61756,29.70,0.70,-3.05
03/25/2022 04:00,MILLWD,61759,41.38,1.92,-13.50
03/25/2022 04:00,N.Y.C.,61761,41.49,2.10,-13.43
03/25/2022 04:00,NORTH,61755,25.30,-0.65,0.00
03/25/2022 04:00,NPX,61845,42.49,1.61,-14.93
03/25/2022 04:00,O H,61846,28.26,-0.21,-2.52
03/25/2022 04:00,PJM,61847,35.50,0.96,-8.59
03/25/2022 04:00,WEST,61752,28.88,0.29,-2.64
03/25/2022 05:00,CAPITL,61757,45.03,1.96,-12.01
03/25/2022 05:00,CENTRL,61754,33.44,0.78,-1.60
03/25/2022 05:00,DUNWOD,61760,41.92,2.36,-8.50
03/25/2022 05:00,GENESE,61753,32.65,0.37,-1.22
03/25/2022 05:00,H Q,61844,30.31,-0.75,0.00
03/25/2022 05:00,HUD VL,61758,41.78,2.17,-8.55
03/25/2022 05:00,LONGIL,61762,42.54,2.98,-8.50
03/25/2022 05:00,MHK VL,61756,33.89,0.90,-1.93
03/25/2022 05:00,MILLWD,61759,41.81,2.21,-8.54
03/25/2022 05:00,N.Y.C.,61761,42.01,2.45,-8.50
03/25/2022 05:00,NORTH,61755,30.41,-0.65,0.00
03/25/2022 05:00,NPX,61845,42.40,1.89,-9.44
