Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
03/13/2022 00:00,CAPITL,61757,121.28,1.05,-101.74
03/13/2022 00:00,CENTRL,61754,32.63,0.57,-13.57
03/13/2022 00:00,DUNWOD,61760,92.43,1.50,-72.44
03/13/2022 00:00,GENESE,61753,29.21,0.43,-10.30
03/13/2022 00:00,H Q,61844,17.99,-0.50,0.00
03/13/2022 00:00,HUD VL,61758,92.81,1.48,-72.84
03/13/2022 00:00,LONGIL,61762,92.82,1.85,-72.48
03/13/2022 00:00,MHK VL,61756,36.37,0.70,-17.18
03/13/2022 00:00,MILLWD,61759,93.00,1.53,-72.98
03/13/2022 00:00,N.Y.C.,61761,92.51,1.55,-72.47
03/13/2022 00:00,NORTH,61755,17.68,-0.81,0.00
03/13/2022 00:00,NPX,61845,99.66,1.27,-79.89
03/13/2022 00:00,O H,61846,30.58,-0.06,-12.15
03/13/2022 00:00,PJM,61847,65.56,0.74,-46.33
03/13/2022 00:00,WEST,61752,32.91,0.33,-14.08
03/13/2022 01:00,CAPITL,61757,111.42,0.83,-96.84
03/13/2022 01:00,CENTRL,61754,27.00,0.33,-12.92
03/13/2022 01:00,DUNWOD,61760,83.71,1.00,-68.95
03/13/2022 01:00,GENESE,61753,23.75,0.19,-9.80
03/13/2022 01:00,H Q,61844,15.14,-0.32,-1.70
03/13/2022 01:00,HUD VL,61758,84.07,0.99,-69.33
03/13/2022 01:00,LONGIL,61762,83.97,1.22,-68.99
03/13/2022 01:00,MHK VL,61756,30.56,0.45,-16.35
03/13/2022 01:00,MILLWD,61759,84.23,1.02,-69.46
03/13/2022 01:00,N.Y.C.,61761,83.77,1.03,-68.98
03/13/2022 01:00,NORTH,61755,13.22,-0.54,0.00
03/13/2022 01:00,NPX,61845,92.36,0.87,-77.75
03/13/2022 01:00,O H,61846,27.58,-0.19,-14.02
03/13/2022 01:00,PJM,61847,59.98,0.43,-45.80
03/13/2022 01:00,WEST,61752,27.20,0.04,-13.41
03/13/2022 03:00,CAPITL,61757,98.15,1.81,-68.96
03/13/2022 03:00,CENTRL,61754,37.22,0.63,-9.20
03/13/2022 03:00,DUNWOD,61760,78.32,1.84,-49.10
03/13/2022 03:00,GENESE,61753,34.72,0.36,-6.98
03/13/2022 03:00,H Q,61844,25.03,-0.66,1.70
03/13/2022 03:00,HUD VL,61758,78.62,1.86,-49.37
03/13/2022 03:00,LONGIL,61762,78.73,2.22,-49.13
03/13/2022 03:00,MHK VL,61756,39.99,0.96,-11.64
03/13/2022 03:00,MILLWD,61759,78.74,1.89,-49.46
03/13/2022 03:00,N.Y.C.,61761,78.40,1.89,-49.12
03/13/2022 03:00,NORTH,61755,26.57,-0.82,0.00
03/13/2022 03:00,NPX,61845,81.42,1.59,-52.45
03/13/2022 03:00,O H,61846,32.00,-0.52,-5.13
03/13/2022 03:00,PJM,61847,57.80,0.71,-29.70
03/13/2022 03:00,WEST,61752,36.93,0.00,-9.55
03/13/2022 04:00,CAPITL,61757,99.11,1.16,-79.48
03/13/2022 04:00,CENTRL,61754,29.61,0.54,-10.60
03/13/2022 04:00,DUNWOD,61760,76.43,1.37,-56.59
03/13/2022 04:00,GENESE,61753,26.92,0.41,-8.04
03/13/2022 04:00,H Q,61844,17.99,-0.48,0.00
03/13/2022 04:00,HUD VL,61758,76.74,1.37,-56.90
03/13/2022 04:00,LONGIL,61762,76.68,1.59,-56.62
03/13/2022 04:00,MHK VL,61756,32.55,0.66,-13.42
03/13/2022 04:00,MILLWD,61759,76.88,1.40,-57.01
03/13/2022 04:00,N.Y.C.,61761,76.51,1.42,-56.61
03/13/2022 04:00,NORTH,61755,17.70,-0.78,0.00
03/13/2022 04:00,NPX,61845,81.97,1.09,-62.41
03/13/2022 04:00,O H,61846,28.90,-0.07,-10.51
03/13/2022 04:00,PJM,61847,55.33,0.66,-36.19
03/13/2022 04:00,WEST,61752,29.75,0.28,-11.00
03/13/2022 05:00,CAPITL,61757,104.72,1.20,-85.05
03/13/2022 05:00,CENTRL,61754,30.39,0.57,-11.35
03/13/2022 05:00,DUNWOD,61760,80.43,1.40,-60.56
03/13/2022 05:00,GENESE,61753,27.52,0.44,-8.61
03/13/2022 05:00,H Q,61844,17.99,-0.48,0.00
03/13/2022 05:00,HUD VL,61758,80.76,1.40,-60.89
03/13/2022 05:00,LONGIL,61762,80.71,1.64,-60.59
03/13/2022 05:00,MHK VL,61756,33.52,0.68,-14.36
03/13/2022 05:00,MILLWD,61759,80.86,1.39,-61.01
03/13/2022 05:00,N.Y.C.,61761,80.50,1.44,-60.58
03/13/2022 05:00,NORTH,61755,17.71,-0.76,0.00
03/13/2022 05:00,NPX,61845,86.31,1.05,-66.79
03/13/2022 05:00,O H,61846,29.73,0.02,-11.24
03/13/2022 05:00,PJM,61847,57.92,0.72,-38.73
03/13/2022 05:00,WEST,61752,30.65,0.41,-11.77
03/13/2022 06:00,CAPITL,61757,111.01,1.09,-91.51
03/13/2022 06:00,CENTRL,61754,31.06,0.44,-12.21
03/13/2022 06:00,DUNWOD,61760,84.92,1.38,-65.13
03/13/2022 06:00,GENESE,61753,27.85,0.18,-9.26
03/13/2022 06:00,H Q,61844,17.99,-0.42,0.00
03/13/2022 06:00,HUD VL,61758,85.30,1.38,-65.50
03/13/2022 06:00,LONGIL,61762,85.18,1.60,-65.16
03/13/2022 06:00,MHK VL,61756,34.33,0.66,-15.25
03/13/2022 06:00,MILLWD,61759,85.37,1.34,-65.61
03/13/2022 06:00,N.Y.C.,61761,84.93,1.36,-65.15
03/13/2022 06:00,NORTH,61755,17.75,-0.66,0.00
03/13/2022 06:00,NPX,61845,91.24,1.01,-71.81
03/13/2022 06:00,O H,61846,29.95,-0.59,-12.13
03/13/2022 06:00,PJM,61847,60.62,0.51,-41.69
03/13/2022 06:00,WEST,61752,30.86,-0.26,-12.70
03/13/2022 07:00,CAPITL,61757,115.26,1.18,-95.60
03/13/2022 07:00,CENTRL,61754,31.80,0.57,-12.75
03/13/2022 07:00,DUNWOD,61760,87.90,1.39,-68.04
03/13/2022 07:00,GENESE,61753,28.47,0.33,-9.67
03/13/2022 07:00,H Q,61844,17.99,-0.48,0.00
03/13/2022 07:00,HUD VL,61758,88.27,1.37,-68.43
03/13/2022 07:00,LONGIL,61762,88.08,1.53,-68.07
03/13/2022 07:00,MHK VL,61756,35.14,0.74,-15.93
03/13/2022 07:00,MILLWD,61759,88.38,1.37,-68.55
03/13/2022 07:00,N.Y.C.,61761,87.88,1.35,-68.06
03/13/2022 07:00,NORTH,61755,17.81,-0.66,0.00
03/13/2022 07:00,NPX,61845,94.51,1.02,-75.02
03/13/2022 07:00,O H,61846,30.79,-0.35,-12.67
03/13/2022 07:00,PJM,61847,62.65,0.63,-43.56
03/13/2022 07:00,WEST,61752,31.79,0.06,-13.27
03/13/2022 08:00,CAPITL,61757,111.63,1.63,-87.69
03/13/2022 08:00,CENTRL,61754,34.72,0.71,-11.70
03/13/2022 08:00,DUNWOD,61760,86.40,1.67,-62.41
03/13/2022 08:00,GENESE,61753,31.58,0.38,-8.89
03/13/2022 08:00,H Q,61844,21.69,-0.62,0.00
