Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
03/20/2022 00:00,CAPITL,61757,46.94,1.08,-25.39
03/20/2022 00:00,CENTRL,61754,24.30,0.45,-3.39
03/20/2022 00:00,DUNWOD,61760,40.31,1.70,-18.15
03/20/2022 00:00,GENESE,61753,23.34,0.31,-2.57
03/20/2022 00:00,H Q,61844,20.03,-0.43,0.00
03/20/2022 00:00,HUD VL,61758,40.32,1.60,-18.26
03/20/2022 00:00,LONGIL,61762,40.79,2.17,-18.16
03/20/2022 00:00,MHK VL,61756,25.51,0.49,-4.56
03/20/2022 00:00,MILLWD,61759,40.38,1.64,-18.28
03/20/2022 00:00,N.Y.C.,61761,40.23,1.82,-17.95
03/20/2022 00:00,NORTH,61755,19.91,-0.55,0.00
03/20/2022 00:00,NPX,61845,41.84,1.39,-19.99
03/20/2022 00:00,O H,61846,15.89,-0.04,4.53
03/20/2022 00:00,PJM,61847,32.59,0.90,-11.23
03/20/2022 00:00,WEST,61752,24.39,0.39,-3.54
03/20/2022 01:00,CAPITL,61757,43.68,0.99,-23.36
03/20/2022 01:00,CENTRL,61754,22.82,0.37,-3.12
03/20/2022 01:00,DUNWOD,61760,37.46,1.43,-16.70
03/20/2022 01:00,GENESE,61753,21.85,0.15,-2.37
03/20/2022 01:00,H Q,61844,18.96,-0.37,0.00
03/20/2022 01:00,HUD VL,61758,37.51,1.37,-16.81
03/20/2022 01:00,LONGIL,61762,37.72,1.68,-16.71
03/20/2022 01:00,MHK VL,61756,23.98,0.46,-4.19
03/20/2022 01:00,MILLWD,61759,37.54,1.39,-16.82
03/20/2022 01:00,N.Y.C.,61761,37.45,1.55,-16.58
03/20/2022 01:00,NORTH,61755,18.85,-0.48,0.00
03/20/2022 01:00,NPX,61845,38.97,1.26,-18.39
03/20/2022 01:00,O H,61846,17.90,-0.19,1.24
03/20/2022 01:00,PJM,61847,30.46,0.69,-10.44
03/20/2022 01:00,WEST,61752,22.72,0.14,-3.26
03/20/2022 02:00,CAPITL,61757,47.60,0.55,-36.64
03/20/2022 02:00,CENTRL,61754,15.58,0.28,-4.89
03/20/2022 02:00,DUNWOD,61760,37.43,0.83,-26.19
03/20/2022 02:00,GENESE,61753,14.30,0.18,-3.71
03/20/2022 02:00,H Q,61844,10.17,-0.24,0.00
03/20/2022 02:00,HUD VL,61758,37.55,0.79,-26.35
03/20/2022 02:00,LONGIL,61762,37.50,0.90,-26.20
03/20/2022 02:00,MHK VL,61756,17.26,0.28,-6.58
03/20/2022 02:00,MILLWD,61759,37.57,0.79,-26.37
03/20/2022 02:00,N.Y.C.,61761,37.28,0.88,-25.99
03/20/2022 02:00,NORTH,61755,10.03,-0.37,0.00
03/20/2022 02:00,NPX,61845,39.95,0.71,-28.84
03/20/2022 02:00,O H,61846,15.38,0.13,-4.85
03/20/2022 02:00,PJM,61847,27.27,0.51,-16.36
03/20/2022 02:00,WEST,61752,15.82,0.30,-5.11
03/20/2022 03:00,CAPITL,61757,45.87,0.54,-34.90
03/20/2022 03:00,CENTRL,61754,15.36,0.27,-4.66
03/20/2022 03:00,DUNWOD,61760,36.18,0.80,-24.95
03/20/2022 03:00,GENESE,61753,14.16,0.20,-3.54
03/20/2022 03:00,H Q,61844,10.18,-0.25,0.00
03/20/2022 03:00,HUD VL,61758,36.32,0.78,-25.11
03/20/2022 03:00,LONGIL,61762,36.27,0.88,-24.96
03/20/2022 03:00,MHK VL,61756,16.97,0.28,-6.26
03/20/2022 03:00,MILLWD,61759,36.33,0.77,-25.13
03/20/2022 03:00,N.Y.C.,61761,36.10,0.87,-24.81
03/20/2022 03:00,NORTH,61755,10.03,-0.40,0.00
03/20/2022 03:00,NPX,61845,38.60,0.70,-27.47
03/20/2022 03:00,O H,61846,15.18,0.14,-4.62
03/20/2022 03:00,PJM,61847,26.59,0.50,-15.67
03/20/2022 03:00,WEST,61752,15.65,0.35,-4.87
03/20/2022 04:00,CAPITL,61757,46.19,0.51,-35.89
03/20/2022 04:00,CENTRL,61754,14.85,0.26,-4.79
03/20/2022 04:00,DUNWOD,61760,36.21,0.76,-25.66
03/20/2022 04:00,GENESE,61753,13.64,0.22,-3.64
03/20/2022 04:00,H Q,61844,9.55,-0.23,0.00
