Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
04/28/2022 00:00,CAPITL,61757,84.73,0.03,-84.04
04/28/2022 00:00,CENTRL,61754,17.27,0.02,-16.59
04/28/2022 00:00,DUNWOD,61760,63.97,0.05,-63.26
04/28/2022 00:00,GENESE,61753,28.49,0.02,-27.81
04/28/2022 00:00,H Q,61844,0.65,-0.01,0.00
04/28/2022 00:00,HUD VL,61758,63.03,0.04,-62.33
04/28/2022 00:00,LONGIL,61762,78.19,0.07,-77.46
04/28/2022 00:00,MHK VL,61756,16.89,0.02,-16.20
04/28/2022 00:00,MILLWD,61759,64.36,0.05,-63.65
04/28/2022 00:00,N.Y.C.,61761,64.01,0.06,-63.30
04/28/2022 00:00,NORTH,61755,0.64,-0.02,0.00
04/28/2022 00:00,NPX,61845,67.37,0.02,-66.68
04/28/2022 00:00,O H,61846,31.00,0.03,-30.31
04/28/2022 00:00,PJM,61847,46.04,0.04,-45.33
04/28/2022 00:00,WEST,61752,31.07,0.05,-30.37
04/28/2022 01:00,CAPITL,61757,78.22,0.03,-77.53
04/28/2022 01:00,CENTRL,61754,15.44,0.02,-14.76
04/28/2022 01:00,DUNWOD,61760,57.89,0.05,-57.19
04/28/2022 01:00,GENESE,61753,23.68,0.02,-23.01
04/28/2022 01:00,H Q,61844,0.64,-0.01,0.00
04/28/2022 01:00,HUD VL,61758,57.16,0.04,-56.46
04/28/2022 01:00,LONGIL,61762,73.64,0.07,-72.92
04/28/2022 01:00,MHK VL,61756,15.44,0.02,-14.76
04/28/2022 01:00,MILLWD,61759,58.27,0.05,-57.56
04/28/2022 01:00,N.Y.C.,61761,57.93,0.06,-57.22
04/28/2022 01:00,NORTH,61755,0.64,-0.02,0.00
04/28/2022 01:00,NPX,61845,64.60,0.02,-63.93
04/28/2022 01:00,O H,61846,26.00,0.02,-25.32
04/28/2022 01:00,PJM,61847,40.81,0.04,-40.11
04/28/2022 01:00,WEST,61752,26.17,0.04,-25.47
04/28/2022 02:00,CAPITL,61757,77.33,0.03,-76.65
04/28/2022 02:00,CENTRL,61754,15.15,0.02,-14.47
04/28/2022 02:00,DUNWOD,61760,57.07,0.05,-56.36
04/28/2022 02:00,GENESE,61753,22.71,0.02,-22.03
04/28/2022 02:00,H Q,61844,0.65,-0.01,0.00
04/28/2022 02:00,HUD VL,61758,56.36,0.04,-55.66
04/28/2022 02:00,LONGIL,61762,59.39,0.07,-58.66
04/28/2022 02:00,MHK VL,61756,15.24,0.02,-14.56
04/28/2022 02:00,MILLWD,61759,57.44,0.05,-56.73
04/28/2022 02:00,N.Y.C.,61761,57.11,0.06,-56.40
04/28/2022 02:00,NORTH,61755,0.64,-0.02,0.00
04/28/2022 02:00,NPX,61845,64.23,0.02,-63.55
04/28/2022 02:00,O H,61846,25.00,0.02,-24.32
04/28/2022 02:00,PJM,61847,39.96,0.04,-39.26
04/28/2022 02:00,WEST,61752,25.20,0.04,-24.50
04/28/2022 03:00,CAPITL,61757,77.30,0.03,-76.61
04/28/2022 03:00,CENTRL,61754,15.11,0.02,-14.43
04/28/2022 03:00,DUNWOD,61760,57.03,0.05,-56.33
04/28/2022 03:00,GENESE,61753,22.49,0.02,-21.81
04/28/2022 03:00,H Q,61844,0.65,-0.01,0.00
04/28/2022 03:00,HUD VL,61758,56.33,0.04,-55.63
04/28/2022 03:00,LONGIL,61762,58.02,0.07,-57.29
04/28/2022 03:00,MHK VL,61756,15.23,0.02,-14.56
04/28/2022 03:00,MILLWD,61759,57.41,0.05,-56.70
04/28/2022 03:00,N.Y.C.,61761,57.08,0.06,-56.37
04/28/2022 03:00,NORTH,61755,0.64,-0.02,0.00
04/28/2022 03:00,NPX,61845,64.22,0.02,-63.54
04/28/2022 03:00,O H,61846,24.79,0.02,-24.11
04/28/2022 03:00,PJM,61847,39.85,0.04,-39.15
04/28/2022 03:00,WEST,61752,25.00,0.05,-24.30
04/28/2022 04:00,CAPITL,61757,78.41,0.03,-77.73
04/28/2022 04:00,CENTRL,61754,16.08,0.03,-15.40
04/28/2022 04:00,DUNWOD,61760,58.06,0.05,-57.35
04/28/2022 04:00,GENESE,61753,27.73,0.02,-27.05
04/28/2022 04:00,H Q,61844,0.65,-0.01,0.00
04/28/2022 04:00,HUD VL,61758,57.32,0.04,-56.62
04/28/2022 04:00,LONGIL,61762,60.46,0.07,-59.74
04/28/2022 04:00,MHK VL,61756,15.48,0.02,-14.80
04/28/2022 04:00,MILLWD,61759,58.43,0.05,-57.73
04/28/2022 04:00,N.Y.C.,61761,58.10,0.05,-57.39
04/28/2022 04:00,NORTH,61755,0.64,-0.02,0.00
04/28/2022 04:00,NPX,61845,64.73,0.02,-64.05
04/28/2022 04:00,O H,61846,30.00,0.02,-29.32
04/28/2022 04:00,PJM,61847,42.60,0.04,-41.90
04/28/2022 04:00,WEST,61752,30.00,0.05,-29.29
04/28/2022 05:00,CAPITL,61757,87.20,0.03,-86.50
04/28/2022 05:00,CENTRL,61754,19.52,0.03,-18.82
04/28/2022 05:00,DUNWOD,61760,65.53,0.05,-64.82
04/28/2022 05:00,GENESE,61753,41.19,0.02,-40.50
04/28/2022 05:00,H Q,61844,0.65,-0.01,0.00
04/28/2022 05:00,HUD VL,61758,64.60,0.04,-63.89
04/28/2022 05:00,LONGIL,61762,79.45,0.07,-78.72
04/28/2022 05:00,MHK VL,61756,17.32,0.02,-16.63
04/28/2022 05:00,MILLWD,61759,65.94,0.05,-65.23
04/28/2022 05:00,N.Y.C.,61761,65.57,0.05,-64.85
04/28/2022 05:00,NORTH,61755,0.65,-0.02,0.00
04/28/2022 05:00,NPX,61845,69.92,0.02,-69.23
04/28/2022 05:00,O H,61846,43.61,0.03,-42.92
04/28/2022 05:00,PJM,61847,52.23,0.04,-51.52
04/28/2022 05:00,WEST,61752,43.15,0.05,-42.44
04/28/2022 06:00,CAPITL,61757,108.46,0.04,-107.65
04/28/2022 06:00,CENTRL,61754,50.36,0.04,-49.55
04/28/2022 06:00,DUNWOD,61760,80.49,0.06,-79.67
04/28/2022 06:00,GENESE,61753,32.65,0.03,-31.85
04/28/2022 06:00,H Q,61844,0.76,-0.02,0.00
04/28/2022 06:00,HUD VL,61758,79.23,0.05,-78.41
04/28/2022 06:00,LONGIL,61762,83.39,0.08,-82.53
04/28/2022 06:00,MHK VL,61756,56.45,0.03,-55.65
04/28/2022 06:00,MILLWD,61759,81.11,0.06,-80.29
04/28/2022 06:00,N.Y.C.,61761,80.54,0.06,-79.71
04/28/2022 06:00,NORTH,61755,0.75,-0.03,-0.01
04/28/2022 06:00,NPX,61845,83.40,0.03,-82.60
04/28/2022 06:00,O H,61846,44.39,0.03,-43.59
04/28/2022 06:00,PJM,61847,69.58,0.05,-68.76
04/28/2022 06:00,WEST,61752,49.58,0.06,-48.75
04/28/2022 07:00,CAPITL,61757,123.18,0.27,-116.78
04/28/2022 07:00,CENTRL,61754,73.15,0.23,-66.80
04/28/2022 07:00,DUNWOD,61760,92.90,0.41,-86.36
04/28/2022 07:00,GENESE,61753,45.19,0.17,-38.90
04/28/2022 07:00,H Q,61844,6.03,-0.10,0.00
04/28/2022 07:00,HUD VL,61758,91.41,0.36,-84.92
04/28/2022 07:00,LONGIL,61762,96.64,0.62,-89.89
04/28/2022 07:00,MHK VL,61756,81.37,0.26,-74.98
04/28/2022 07:00,MILLWD,61759,93.62,0.43,-87.06
04/28/2022 07:00,N.Y.C.,61761,92.97,0.44,-86.41
04/28/2022 07:00,NORTH,61755,5.98,-0.15,0.00
04/28/2022 07:00,NPX,61845,94.44,0.20,-88.12
04/28/2022 07:00,O H,61846,54.39,0.04,-48.22
04/28/2022 07:00,PJM,61847,91.79,0.29,-85.37
04/28/2022 07:00,WEST,61752,90.00,0.29,-83.58
04/28/2022 08:00,CAPITL,61757,119.92,0.76,-103.64
04/28/2022 08:00,CENTRL,61754,63.13,0.62,-46.99
04/28/2022 08:00,DUNWOD,61760,93.59,1.10,-76.98
04/28/2022 08:00,GENESE,61753,44.10,0.56,-28.03
04/28/2022 08:00,H Q,61844,15.22,-0.30,0.00
