Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
04/26/2022 00:00,CAPITL,61757,63.91,0.64,-54.80
04/26/2022 00:00,CENTRL,61754,17.54,0.27,-8.81
04/26/2022 00:00,DUNWOD,61760,51.70,0.82,-42.41
04/26/2022 00:00,GENESE,61753,15.43,0.23,-6.74
04/26/2022 00:00,H Q,61844,8.31,-0.15,0.00
04/26/2022 00:00,HUD VL,61758,50.83,0.74,-41.62
04/26/2022 00:00,LONGIL,61762,71.40,1.09,-61.84
04/26/2022 00:00,MHK VL,61756,15.69,0.30,-6.93
04/26/2022 00:00,MILLWD,61759,52.04,0.80,-42.78
04/26/2022 00:00,N.Y.C.,61761,51.80,0.90,-42.44
04/26/2022 00:00,NORTH,61755,8.17,-0.30,0.00
04/26/2022 00:00,NPX,61845,57.05,0.61,-47.98
04/26/2022 00:00,O H,61846,17.20,0.30,-8.43
04/26/2022 00:00,PJM,61847,34.10,0.64,-25.00
04/26/2022 00:00,WEST,61752,18.01,0.57,-8.98
04/26/2022 01:00,CAPITL,61757,62.93,0.48,-55.59
04/26/2022 01:00,CENTRL,61754,16.00,0.20,-8.94
04/26/2022 01:00,DUNWOD,61760,50.52,0.64,-43.03
04/26/2022 01:00,GENESE,61753,13.85,0.15,-6.84
04/26/2022 01:00,H Q,61844,6.75,-0.11,0.00
04/26/2022 01:00,HUD VL,61758,49.66,0.58,-42.22
04/26/2022 01:00,LONGIL,61762,55.44,0.86,-47.71
04/26/2022 01:00,MHK VL,61756,14.12,0.23,-7.03
04/26/2022 01:00,MILLWD,61759,50.88,0.62,-43.40
04/26/2022 01:00,N.Y.C.,61761,50.61,0.70,-43.05
04/26/2022 01:00,NORTH,61755,6.64,-0.22,0.00
04/26/2022 01:00,NPX,61845,56.00,0.47,-48.67
04/26/2022 01:00,O H,61846,15.62,0.21,-8.56
04/26/2022 01:00,PJM,61847,32.72,0.49,-25.36
04/26/2022 01:00,WEST,61752,16.39,0.42,-9.11
04/26/2022 02:00,CAPITL,61757,60.85,0.54,-52.55
04/26/2022 02:00,CENTRL,61754,16.43,0.22,-8.45
04/26/2022 02:00,DUNWOD,61760,49.15,0.71,-40.67
04/26/2022 02:00,GENESE,61753,14.39,0.17,-6.46
04/26/2022 02:00,H Q,61844,7.64,-0.12,0.00
04/26/2022 02:00,HUD VL,61758,48.33,0.65,-39.91
04/26/2022 02:00,LONGIL,61762,52.71,0.99,-43.96
04/26/2022 02:00,MHK VL,61756,14.64,0.23,-6.65
04/26/2022 02:00,MILLWD,61759,49.48,0.70,-41.02
04/26/2022 02:00,N.Y.C.,61761,49.24,0.78,-40.70
04/26/2022 02:00,NORTH,61755,7.52,-0.24,0.00
04/26/2022 02:00,NPX,61845,54.30,0.53,-46.01
04/26/2022 02:00,O H,61846,16.08,0.23,-8.09
04/26/2022 02:00,PJM,61847,32.29,0.55,-23.97
04/26/2022 02:00,WEST,61752,16.84,0.47,-8.61
04/26/2022 03:00,CAPITL,61757,59.67,0.58,-50.84
04/26/2022 03:00,CENTRL,61754,16.64,0.22,-8.17
04/26/2022 03:00,DUNWOD,61760,48.34,0.74,-39.35
04/26/2022 03:00,GENESE,61753,14.68,0.18,-6.25
04/26/2022 03:00,H Q,61844,8.11,-0.14,0.00
