Time Stamp,Name,PTID,LBMP ($/MWHr),Marginal Cost Losses ($/MWHr),Marginal Cost Congestion ($/MWHr)
04/22/2022 00:00,CAPITL,61757,67.84,1.64,-41.03
04/22/2022 00:00,CENTRL,61754,30.86,0.55,-5.14
04/22/2022 00:00,DUNWOD,61760,55.00,2.64,-27.19
04/22/2022 00:00,GENESE,61753,29.63,0.30,-4.16
04/22/2022 00:00,H Q,61844,24.49,-0.68,0.00
04/22/2022 00:00,HUD VL,61758,54.16,2.29,-26.70
04/22/2022 00:00,LONGIL,61762,61.31,3.37,-32.76
04/22/2022 00:00,MHK VL,61756,31.19,0.68,-5.34
04/22/2022 00:00,MILLWD,61759,55.03,2.54,-27.32
04/22/2022 00:00,N.Y.C.,61761,55.29,2.92,-27.20
04/22/2022 00:00,NORTH,61755,23.86,-1.31,0.00
04/22/2022 00:00,NPX,61845,60.60,1.89,-33.54
04/22/2022 00:00,O H,61846,30.07,0.03,-4.88
04/22/2022 00:00,PJM,61847,42.27,1.48,-15.62
04/22/2022 00:00,WEST,61752,30.80,0.50,-5.13
04/22/2022 01:00,CAPITL,61757,65.97,1.58,-39.30
04/22/2022 01:00,CENTRL,61754,30.45,0.43,-4.92
04/22/2022 01:00,DUNWOD,61760,53.62,2.49,-26.03
04/22/2022 01:00,GENESE,61753,29.13,0.05,-3.98
04/22/2022 01:00,H Q,61844,24.47,-0.63,0.00
04/22/2022 01:00,HUD VL,61758,52.84,2.18,-25.57
04/22/2022 01:00,LONGIL,61762,57.46,3.24,-29.12
04/22/2022 01:00,MHK VL,61756,30.84,0.63,-5.11
04/22/2022 01:00,MILLWD,61759,53.65,2.39,-26.16
04/22/2022 01:00,N.Y.C.,61761,53.91,2.76,-26.05
04/22/2022 01:00,NORTH,61755,23.87,-1.23,0.00
04/22/2022 01:00,NPX,61845,59.00,1.78,-32.12
04/22/2022 01:00,O H,61846,29.00,-0.25,-4.15
04/22/2022 01:00,PJM,61847,41.33,1.28,-14.95
04/22/2022 01:00,WEST,61752,30.24,0.23,-4.91
04/22/2022 02:00,CAPITL,61757,65.60,1.56,-39.27
04/22/2022 02:00,CENTRL,61754,30.16,0.47,-4.92
04/22/2022 02:00,DUNWOD,61760,53.22,2.43,-26.02
04/22/2022 02:00,GENESE,61753,28.84,0.10,-3.98
04/22/2022 02:00,H Q,61844,24.15,-0.62,0.00
04/22/2022 02:00,HUD VL,61758,52.45,2.13,-25.55
04/22/2022 02:00,LONGIL,61762,57.16,3.20,-29.20
04/22/2022 02:00,MHK VL,61756,30.47,0.59,-5.11
04/22/2022 02:00,MILLWD,61759,53.27,2.35,-26.15
04/22/2022 02:00,N.Y.C.,61761,53.50,2.70,-26.04
04/22/2022 02:00,NORTH,61755,23.55,-1.21,0.00
04/22/2022 02:00,NPX,61845,58.49,1.78,-31.94
04/22/2022 02:00,O H,61846,27.10,-0.17,-2.51
04/22/2022 02:00,PJM,61847,41.00,1.29,-14.95
04/22/2022 02:00,WEST,61752,30.03,0.35,-4.91
04/22/2022 03:00,CAPITL,61757,63.21,1.75,-35.67
04/22/2022 03:00,CENTRL,61754,30.89,0.64,-4.46
04/22/2022 03:00,DUNWOD,61760,51.82,2.45,-23.58
04/22/2022 03:00,GENESE,61753,29.75,0.36,-3.61
04/22/2022 03:00,H Q,61844,24.47,-0.70,0.62
04/22/2022 03:00,HUD VL,61758,51.06,2.12,-23.16
04/22/2022 03:00,LONGIL,61762,56.54,3.28,-27.48
04/22/2022 03:00,MHK VL,61756,30.77,0.64,-4.34
04/22/2022 03:00,MILLWD,61759,51.81,2.32,-23.70
04/22/2022 03:00,N.Y.C.,61761,52.14,2.76,-23.60
04/22/2022 03:00,NORTH,61755,21.64,-1.34,2.81
04/22/2022 03:00,NPX,61845,56.76,1.88,-29.09
04/22/2022 03:00,O H,61846,28.83,0.13,-2.91
04/22/2022 03:00,PJM,61847,40.75,1.42,-13.55
04/22/2022 03:00,WEST,61752,30.96,0.72,-4.45
04/22/2022 04:00,CAPITL,61757,63.90,1.86,-35.79
04/22/2022 04:00,CENTRL,61754,31.56,0.84,-4.47
04/22/2022 04:00,DUNWOD,61760,52.37,2.49,-23.63
04/22/2022 04:00,GENESE,61753,30.62,0.76,-3.61
04/22/2022 04:00,H Q,61844,24.49,-0.79,0.97
04/22/2022 04:00,HUD VL,61758,51.63,2.18,-23.20
04/22/2022 04:00,LONGIL,61762,58.64,3.33,-29.06
04/22/2022 04:00,MHK VL,61756,31.14,0.71,-4.19
04/22/2022 04:00,MILLWD,61759,52.36,2.36,-23.75
04/22/2022 04:00,N.Y.C.,61761,52.64,2.76,-23.64
04/22/2022 04:00,NORTH,61755,20.49,-1.39,4.36
04/22/2022 04:00,NPX,61845,57.37,1.97,-29.16
04/22/2022 04:00,O H,61846,31.06,0.58,-4.24
04/22/2022 04:00,PJM,61847,41.50,1.68,-13.57
04/22/2022 04:00,WEST,61752,31.97,1.26,-4.46
04/22/2022 05:00,CAPITL,61757,65.40,2.64,-25.66
04/22/2022 05:00,CENTRL,61754,41.48,1.22,-3.15
04/22/2022 05:00,DUNWOD,61760,57.27,3.53,-16.63
04/22/2022 05:00,GENESE,61753,40.73,1.08,-2.54
04/22/2022 05:00,H Q,61844,31.54,-1.15,4.41
04/22/2022 05:00,HUD VL,61758,56.52,3.08,-16.33
04/22/2022 05:00,LONGIL,61762,72.45,4.71,-30.63
04/22/2022 05:00,MHK VL,61756,39.39,1.08,-1.21
04/22/2022 05:00,MILLWD,61759,57.16,3.34,-16.71
04/22/2022 05:00,N.Y.C.,61761,57.57,3.82,-16.64
04/22/2022 05:00,NORTH,61755,15.26,-1.97,19.88
04/22/2022 05:00,NPX,61845,60.44,2.82,-20.52
04/22/2022 05:00,O H,61846,40.83,0.74,-2.98
04/22/2022 05:00,PJM,61847,49.00,2.34,-9.55
04/22/2022 05:00,WEST,61752,41.99,1.74,-3.14
04/22/2022 06:00,CAPITL,61757,74.35,2.98,-31.17
04/22/2022 06:00,CENTRL,61754,45.40,1.37,-3.83
04/22/2022 06:00,DUNWOD,61760,64.33,3.90,-20.22
04/22/2022 06:00,GENESE,61753,44.11,0.80,-3.09
04/22/2022 06:00,H Q,61844,35.14,-1.25,3.83
04/22/2022 06:00,HUD VL,61758,63.45,3.38,-19.86
04/22/2022 06:00,LONGIL,61762,78.75,5.11,-33.44
04/22/2022 06:00,MHK VL,61756,43.07,1.25,-1.62
04/22/2022 06:00,MILLWD,61759,64.31,3.78,-20.33
04/22/2022 06:00,N.Y.C.,61761,64.43,3.98,-20.23
04/22/2022 06:00,NORTH,61755,15.32,-2.13,22.76
04/22/2022 06:00,NPX,61845,69.53,3.14,-26.18
04/22/2022 06:00,O H,61846,45.27,0.20,-4.86
04/22/2022 06:00,PJM,61847,55.55,2.49,-12.85
04/22/2022 06:00,WEST,61752,45.52,1.49,-3.82
04/22/2022 07:00,CAPITL,61757,100.24,2.58,-59.78
04/22/2022 07:00,CENTRL,61754,50.18,1.93,-10.37
04/22/2022 07:00,DUNWOD,61760,84.61,3.64,-43.09
04/22/2022 07:00,GENESE,61753,47.83,1.71,-8.24
04/22/2022 07:00,H Q,61844,32.33,-1.17,4.38
04/22/2022 07:00,HUD VL,61758,83.66,3.14,-42.63
04/22/2022 07:00,LONGIL,61762,87.03,4.73,-44.42
04/22/2022 07:00,MHK VL,61756,49.18,1.74,-9.56
04/22/2022 07:00,MILLWD,61759,84.69,3.52,-43.29
04/22/2022 07:00,N.Y.C.,61761,84.78,3.79,-43.11
